Wir brauchen dringend einen RESET der MsM und des Grundschulsystems ohne diese verfluchten Handsockenpuppen schwingenden ÖkoAntifaFeministinnen ! DRINGLICHST !!	offense	insult	sexism
Ich werde Opa. Es gibt sogar noch schöne Dinge im Leben!!!!	none	none	none
Schickt unsere Verdeidigungsministerin als Stangengirl zur Truppenbetreuung an die Front ,aber selbst dort wird sie Versagen.Eine Verteidigungsministerin ist Ein Hohn an die Truppe.Rommel wache auf!	offense	insult	sexism
Weihnachten ade....es war einmal . Dieses zu bereinigen wäre immer noch möglich...doch wir tun es nicht, wir nehmen es einfach hin. Wir werden von dummen schwachen naiven regiert...und die haben soviele Helfershelfer.	offense	insult	none
Mach ma weiter so #gabriel macht scheinbar alles für den #erdogan . #fckerdogan #ErdoganTheButcher #erdoganistderhass	offense	insult	none
Also wenn die Türken bei euch so kacke sind kann ich auch nix machen 😂	offense	profanity	none
Der Typ hat sich mit etlichen hier angelegt, hat inhaltlich nichts zu bieten - nur Klugscheißern. Eigenes hat er auch nicht zu bieten - dafür reicht sein Intellekt nicht.	offense	insult	none
Hey Leute, wir haben so lange die Warzentusse ertragen...das mit dem Kleinwüchsigem kriegen wir auch hin...	offense	insult	sexism
Stimmt....aber Köln ist nicht minder zu bemitleiden 😃😃	none	none	none
Die Diskussionen zwischen #Augstein &amp; #Blome spiegeln wunderbar die dekadente geistige Verblödung der politischen Presse wieder	offense	insult	none
Dummheit ist in Deutschland seit Stasi-Merkel, weit verbreitet! Übrigens das war sie bei Adolf ebenso und wir wissen alle wohin das führte!	offense	abuse	none
Kümmert die einen feuchten D....	offense	profanity	none
Die Kanackenweiber sind die schlimmsten....	offense	abuse	sexism
Wenn das zustande kommt müßte es eigentlich jeder merken das wir übergangen werden....! Das ist keine Volksentscheidung ...das ist nicht Wählerwille ..!! Verfluchte Scheisse...😡😡	offense	profanity	none
Die bayerische Labertrumpe ist wieder am Werk! Wenn Merkel sich räuspert, ist wieder Ruhe im Duckmäuser-Staat!	offense	insult	none
Deswegen unterstützen Sie auch Kinderehen?! Kotz!	offense	profanity	none
Kotz deine Propaganda wo anders aus. Hier bist du falsch.	offense	insult	none
Eine Partei in der #AfD-Mitglieder SS-Verbrecher verherrlichen (#Magdeburg), #Holocaust-Leugner relativieren (#Höcke über #Havermann), oder lupenreinen #Antisemitismus verbreiten (#Gedeon ist weiter Mitglied) kann keine Partei für uns #Juden sein. Die #LuegenAfD ist abzulehnen!	offense	insult	none
Warum hört ihr denen noch zu, was habt ihr von Profilügnern erwartet ⁉️	offense	insult	none
Da die Kirche jeher den Herrschenden in den Arsch gekrochen ist, inkl. Hitler, wundert es mich nicht 😜	offense	profanity	none
Es gibt so unendlich viele Vollspacken, da hilft kein Arzt mehr! 😉👎	offense	profanity	none
Wie lange wollt ihr uns eigentlich noch verarschen? #illner	offense	profanity	none
Mensch, Kauder müsste sich doch bepissen vor lachen, wenn er über diese Lüge nachdenkt 😂😂😂	offense	profanity	none
Warum berichtet ihr dann nicht über Merkel!!! An Verbrechen gibt es da ja wohl genug!!	offense	abuse	none
Hetze, Wahlbeeinflussung in den USA u. GB, DAS IST DIESES SCHEISSLAND!!! Ach so, aber der Putin ist ja SCHULD 😂😂😂	offense	profanity	none
Moin, Hat schon einer gemerkt das die ganzen Syrer wieder gehen können ??? Auch die hyperpigmentierten Schwarzafrikanischen SYRER können auch wieder nach Hause ! Da die Politik das nicht propagiert kann man wohl von gewollten Austausch reden !	offense	abuse	none
Die Linken Gender- und meetooidioten die du in den Staaten kennst, natürlich nicht.	offense	insult	none
Allein die Stimme der ZDF-Slomka bringt mich alten Mann zum ko***, ganz abgesehen von ihren hirnlosen Kommentaren &gt; unterste Schublade 😜	offense	insult	sexism
Wieviel Wasser ist im Kopf von	offense	insult	none
Es gibt nur ein Maas das ist ein Mittelmaß und heißt auch so	offense	insult	none
Selbst die Lüge, das es keinen Anstieg der Kriminalität in Altena gibt ist mit wenigen klicks im Netz wiederlegbar	none	none	none
Ohne #Alkohol gäbe es keinen #Alkoholismus Ohne #Islam gäbe es keinen #Islamismus Beides muss weg	offense	abuse	none
Grüne gehören einfach nicht in Regierungs Verantwortung. Schon gar nicht diese Ost Schabracke	offense	insult	sexism
Hilfe...@zeitonline treibt wieder ihr Unwesen... Da sind schon Schmierfinke am Werke...glaubt tatsächlich noch jemand diesen Unfug...?	offense	insult	none
Hatte schon Angst das ich ab jetzt nur noch an den Baum oder in die Hecke pissen darf.	offense	profanity	none
Ja. Da fehlen dir noch 2. Und die müssen nicht im Kreis w..retweeten, sondern hinausziehen zu den Barbaren und ihnen das Evangelium predigen. Also z.B zu den Mullahs, die gerade eine Frau steinigen, weil ihr Kopftuch verrutscht ist.	offense	abuse	sexism
Einerseits:einen Scheiß MÜSSEN wir. Andererseits:ausser permanent darauf hinweisen, nerven, die Öffentlichkeit immer wieder mit der Nase in die Wunde stoßen-was bleibt uns?	offense	profanity	none
Pünktlich zum Wahlkampfauftakt ziehen sich unsere politi. Raubtiere Berlins d. Lammfell über, um weitere Jahre im gleichen Trott zu agieren😜	offense	insult	none
Aus dem Seelenleben von A: Wir haben die Wahl zwischen Sch... und großer Sch.... B: Noch schlimmer. #spdbpt17ِ	offense	profanity	none
Blind ist die Meck-Pomm Schlampe auch noch!	offense	abuse	sexism
...Schade da ist mir jemand mit dem Wunsch Blitze beim scheissen zuvor.... Ralle du hast nicht viele Freunde....und es werden immer weniger....😃😃	offense	profanity	none
Das ist zum einen falsch, 2016 waren nur rd. 44% d. Asylbewerber*innen Männer ü18, zum anderen hat es gute Gründe, warum oftmals ein (das stärkste) Familienmitglied zuerst flieht. Schämen sollten sich, folgt man ihrer Argumentation, dann eher die, die Familiennachzug ablehnen.	none	none	sexism
Hmmm. Wenn ich es richtig sehe, bestreitet niemand das Problem einer Lücke bei gesicherter Kapazität in den 20ern... CL	none	none	none
Und wieso wurde dieses etwas nicht Zwangsverheiratet...?	offense	abuse	sexism
Raub Mord Vergewaltigung muss gesühnt werden...egal in welchem Land...Abschiebung erst nachdem diese Schweine ihre Strafe absitzen...!	offense	insult	none
Lachnummern, wie Papagei Tauber sind gut für`s Wahlergebnis. Merkel steht auf Leute oh. eigene Meinung u. mit NICHTS zw. d. Ohren 😜	offense	insult	none
Jetzt melden sich die Vasallen Merkels!	offense	insult	none
Schiebt die Linken direkt mit ab! 👍 😂😂😂😂	offense	abuse	none
Schreibt besser mal über die Asylanten Verbrechen ,dass wird bei euch totgeschwiegen!	offense	abuse	none
Gabriel ist widerlich und unverantwortlich. Wird Zeit, dass er schnellstens verschwindet	offense	insult	none
Kompliment, dass Sie für mehr E-mobility arbeiten! Ich werbe seit 5 Jahren dafür. Brauchen E-Cars für Städte!	none	none	none
Wer für das Recht und die Gerechtigkeit unter den Völkern demonstriert und gleichsam zu Gewalt gegen Juden aufruft, der ist klar zu verurteilen, der hat sein Recht auf Demonstration verwirkt und handelt im Widerspruch zum Recht - Islam ist antirassitisch #Jerusalem	none	none	none
Gottseidank lachen viele Deutsche schon lange über Merkels hohe kriminelle Energie. Verhindern sie es in FR 😜	offense	insult	none
Der kann nicht anders schreiben - seit 24 h. Hab mir seinen Acc. angesehen, der hat fast alle Follower aus D belegt. Bei den Amis zieht er den Schwanz ein - ach ja, ist eine sie😀	offense	insult	none
Wenn ich nachdenke,ist es schon erniedrigend im Lobbyisten.Babel Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜	offense	insult	none
Was ist das denn für eine, die Blonde mit Harry Potter Brille? Umso eher die AFD an die Macht kommt umso besser für Deutschland und deutsche Bürger. #illner	offense	insult	sexism
Selbstmordanschlag in Manchester, alle Medien geilen sich förmlich daran auf, ohne Ursachen zu erwähnen.	offense	profanity	none
Sigmar Dumpfbacke Gabriel gefällt mir richtig gut 🤡	offense	insult	none
Bundeskanzler #Kurz wird sicherlich nicht noch einmal bei Maischberger sitzen. Bei einer Frau ohne Anstand keinerlei Erziehung und Achtung vor Andersdenkende. Eine Heuchelnde Anhängerin der Diktatur das ist Frau Maischberger. #maischberger	offense	insult	sexism
